"model_id","outcome","systems_n","students_n","schools_n","excluded_systems","weight_variable","term","term_label","term_role","n_pv","pool_status","pooled_estimate","pooled_standard_error","degrees_of_freedom","confidence_level","confidence_interval_lower","confidence_interval_upper","p_value","within_pv_variance","between_pv_variance","total_variance","between_pv_fraction_of_total_variance","pv1_estimate","pv1_standard_error","pv2_estimate","pv2_standard_error","pv3_estimate","pv3_standard_error","pv4_estimate","pv4_standard_error","pv5_estimate","pv5_standard_error","variance_method","interpretation"
"D_dp_minus_number","Data and Probability minus Number",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","BSBGHER","Home Educational Resources scale","primary_predictor",5,"PASS",1.2975195949726843,0.15527884795036023,5.47163422901139,0.95,0.9084924240807566,1.686546765864612,2.569905378390146e-4,0.0034959164327289264,0.017179670156718476,0.024111520620791096,0.8550105367591608,1.4261391017894753,0.05852441059496119,1.134879929075691,0.059252530824599546,1.2000096011808046,0.059670968217926404,1.4247897635695566,0.05911223778077386,1.3017795792478946,0.05906548920919368,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Positive values indicate a stronger association in D&P; negative values indicate a weaker association in D&P; an interval containing zero is not clear evidence of a difference."
"D_dp_minus_number","Data and Probability minus Number",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","ict_accessYes","Own computer or tablet at home: Yes versus No","primary_predictor",5,"PASS",0.40526398161177846,0.6403984280500359,4.979978525362975,0.95,-1.2429252299261901,2.053453193149747,0.5547588724877441,0.04255985213253558,0.30629191209701784,0.410110146648957,0.8962233622350103,-0.42594541860450646,0.2040577931166026,0.8174445814771037,0.20682345407713995,0.9164014232588754,0.20818069882959023,0.5815407758808153,0.20622826514387166,0.13687854604660424,0.20619029042424217,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Positive values indicate a stronger association in D&P; negative values indicate a weaker association in D&P; an interval containing zero is not clear evidence of a difference."
"D_dp_minus_number","Data and Probability minus Number",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","language_at_homeAlmost always","Language of test at home: Almost always versus Always","control",5,"PASS",-0.23717782831269002,1.233160729114425,4.304639276725885,0.95,-3.5675063671158984,3.0931507104905185,0.8562178826060611,0.05479672317442694,1.2215738838796613,1.5206853838300203,0.9639657724358375,-1.6405257755716287,0.231574009921764,-0.22342103504299796,0.23466221642115145,-0.14111701546941205,0.23622501526010115,-0.6079790618591097,0.23401026065316993,1.4271537463796984,0.23393947520588004,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Control coefficient; not a focal research-question estimate."
"D_dp_minus_number","Data and Probability minus Number",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","language_at_homeSometimes","Language of test at home: Sometimes versus Always","control",5,"PASS",-5.587137707173171,0.42358417188880887,12.746484945778008,0.95,-6.504089248741546,-4.670186165604796,8.393229889750139e-9,0.078912404888123025,0.08375928815550411,0.17942355067472796,0.5601892583700946,-5.203819058489595,0.2780733007211106,-5.76823876991197,0.2815023596607625,-5.946458479113843,0.28350390534924463,-5.591815461749322,0.28084972981990397,-5.425356766601124,0.28061120840750126,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Control coefficient; not a focal research-question estimate."
"D_dp_minus_number","Data and Probability minus Number",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","language_at_homeNever","Language of test at home: Never versus Always","control",5,"PASS",-8.502056842165192,0.7775995639435644,9.055625155800488,0.95,-10.259463550940016,-6.744650133390368,1.6102993277368795e-6,0.20279366638668714,0.33488951288211205,0.6046610818452216,0.6646159766594713,-8.460805087556947,0.4455707028388821,-8.874188175973782,0.45138719541142824,-7.9058723111519,0.45445024054370636,-7.998806314100046,0.4501912194708718,-9.270612322043283,0.4499861390140836,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Control coefficient; not a focal research-question estimate."
"E_dp_minus_algebra","Data and Probability minus Algebra",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","BSBGHER","Home Educational Resources scale","primary_predictor",5,"PASS",0.8055271222397761,0.1638156229889944,5.591672183305186,0.95,0.3974812385652978,1.2135730059142542,0.0032433648642542167,0.004138489230594624,0.01891422425389811,0.026835558335272354,0.8457833752184303,0.9398300373214213,0.06349820659048225,0.7588266992218776,0.06433215441506614,0.6476491278998096,0.06488757712460873,0.9590792101349193,0.06463632393035863,0.7222505366208527,0.0642926573159746,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Positive values indicate a stronger association in D&P; negative values indicate a weaker association in D&P; an interval containing zero is not clear evidence of a difference."
"E_dp_minus_algebra","Data and Probability minus Algebra",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","ict_accessYes","Own computer or tablet at home: Yes versus No","primary_predictor",5,"PASS",0.5386494998334207,0.5804757074788942,5.528248906521181,0.95,-0.9116281821366864,1.9889271818035277,0.392150483220025,0.05033349315916358,0.238848794844966,0.33695204697312275,0.8506211978490267,0.39056207752390587,0.22145898867201103,1.1315366077725197,0.2243757452158834,0.9582970865910231,0.2262009660187794,-0.020482630033558616,0.22549361602586407,0.23333435731321342,0.2241978126448966,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Positive values indicate a stronger association in D&P; negative values indicate a weaker association in D&P; an interval containing zero is not clear evidence of a difference."
"E_dp_minus_algebra","Data and Probability minus Algebra",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","language_at_homeAlmost always","Language of test at home: Almost always versus Always","control",5,"PASS",-1.6314548769201203,0.704157523613848,5.29351871376759,0.95,-3.411773753050004,0.14886399920976356,0.06543820325027228,0.06481782351565767,0.3591833287886077,0.4958378180619869,0.8692761601585732,-2.3024995191274167,0.25130852856390923,-1.9630545164003497,0.2546165883204738,-1.5746279903447846,0.2567127621948569,-1.6200434788846414,0.25587245819098114,-0.6970488798434084,0.25442361695991395,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Control coefficient; not a focal research-question estimate."
"E_dp_minus_algebra","Data and Probability minus Algebra",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","language_at_homeSometimes","Language of test at home: Sometimes versus Always","control",5,"PASS",-7.094183801504288,0.7979105504911892,5.494155823516591,0.95,-9.091013534812094,-5.097354068196482,1.8268166271373339e-4,0.093426019708085,0.45269602239755635,0.6366612465851527,0.8532563114070593,-6.2246424906293445,0.3016976440116105,-7.442949338793485,0.30565883081158823,-7.213970020206005,0.3083134142811018,-7.9420963530758,0.30709628248814036,-6.6472608048168045,0.30547671129147547,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Control coefficient; not a focal research-question estimate."
"E_dp_minus_algebra","Data and Probability minus Algebra",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","language_at_homeNever","Language of test at home: Never versus Always","control",5,"PASS",-6.4373540680054315,1.3180575858997412,5.3846659124868825,0.95,-9.75400645895591,-3.1207016770549525,0.003712232022076459,0.23993939355280147,1.247780338495877,1.7372757997478536,0.861887563513159,-7.27079898160935,0.48350902666445905,-7.004944156272038,0.48986904693713357,-4.607067004078064,0.4939642462523037,-7.167854608436518,0.4922537122472502,-6.136105589631189,0.4895200833000564,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Control coefficient; not a focal research-question estimate."
"F_dp_minus_geometry","Data and Probability minus Geometry and Measurement",44,272315,8171,"BRA | CIV | PSE","analysis_weight_candidate","BSBGHER","Home Educational Resources scale","primary_predictor",5,"PASS",1.0417449141159862,0.20914498929597844,4.847478828451704,0.95,0.4989926481766973,1.5844971800552752,0.00454289504530561,0.004007198721417221,0.033112023188498096,0.04374162654761494,0.9083893527129087,0.8916391757056485,0.06226653565871174,0.9540439688704018,0.0630418741460327,0.934134399645302,0.06388074256650615,1.3389291353867074,0.06420057881631526,1.0899778909718711,0.06310412551573882,"Rubin-style five-PV combination of within-PV model-based standard errors with large-sample Rubin degrees of freedom; not full TIMSS JK2 variance","Positive values indicate a stronger association in D&P; negative values indicate a weaker association in D&P; an interval containing zero is not clear evidence of a difference."
